Firma Adı;Parsel Durumu;Ada/Bölge;Sektör;Telefon;E-Posta;Web Sitesi;Domain;Adres
Sidre Parke Döşeme Ve Ahşap Yapı El.tic.ve San.ltd.şti.;Tahsisli;2;Diğer;3322332988;;;;Büyükkayacık Osb Mah, İkipınar Sokak, No: 20
Sille Metal San. Ve Tic.a.ş.;Kiracı;3;İmalat;3325020802;muhasebe@sille.com.tr;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 28
Sille Metal San. Ve Tic.a.ş.;Tahsisli;6;İmalat;3325020802;muhasebe@sille.com.tr;;;Büyükkayacık Osb Mah, 620 Nolu Sokak, No: 22
Sima Dekorasyon Mobilya İnş.san.tic.ltd.şti.;Tahsisli;6;Mobilya ve Ahşap Ürünleri;3322236968;info@simadekor.com.tr;;;Büyükkayacık Osb Mah, 618 Nolu Sokak, No: 12
Simya Hidrolik Pnömatik Elektronik Makina İmlat San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Hidrolik;;1muhasebe@simyahidrolik.com;;;
Sinanlı Tanker Dorse Metal Nak.San.Tic.Ltd.Şti.;Tahsisli;4;Dorse - Damper - Treyler;3322494993;muhasebe@sinanlitanker.com.tr;;;Büyükkayacık Osb Mah, 416 Nolu Sokak, No: 4
Sinanlı Tanker Dorse Metal Nak.San.Tic.Ltd.Şti.;Tahsisli;4;Dorse - Damper - Treyler;3322494993;muhasebe@sinanlitanker.com.tr;;;Büyükkayacık Osb Mah, 416 Nolu Sokak, No: 1
Sinikonya Gıda San. Ve Tic. A.ş.;Tahsisli;3;Gıda;3322391251;muhasebe@sinikonya.com;www.sinikonya.com;sinikonya.com;Büyükkayacık Osb Mah, 15 Nolu Sokak, No: 7
Sms Semas Makine San. Ve Tic.ltd.şti.;Tahsisli;3;Tarım Makinaları;;;;;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 24
Smz İthalat İhracat Ltd.şti.;Tahsisli;3;Değirmen Makinaları;3322392288;info@teknolojimak.com;www.millteknoloji.com;millteknoloji.com;Büyükkayacık Osb Mah, 15 Nolu Sokak, No: 4
Solimpeks Enerji San. Ve Tic.a.ş.;Kiracı;4;Isıtma ve Soğutma Sistemleri;4440602;malimusavir@solimpeks.com;www.solimpeks.com;solimpeks.com;Büyükkayacık Osb Mah, 103. Cadde, No: 8
Sonne Piston Otomotiv Makina San.Tic.Ltd.Şti.;Tahsisli;3;Otomotiv Yedek Parça;3323453333;muhasebe@sonnekolben.com;www.sonnekolben.com;sonnekolben.com;Büyükkayacık Osb Mah, 18 Nolu Sokak, No: 3
Sonne Piston Otomotiv Makina San.Tic.Ltd.Şti.;Tahsisli;6;Otomotiv Yedek Parça;3323453333;muhasebe@sonnekolben.com;www.sonnekolben.com;sonnekolben.com;
Soyda Otom.Gıda Nak.San.Ve Tic.Ltd.Şti.;Tahsisli;3;Otomotiv Yedek Parça;;;;;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 13
Soylu Döküm San.tic.ltd.şti.;Tahsisli;3;Döküm;3322392170;info@soyludokum.com.tr;;;Büyükkayacık Osb Mah, 2 Nolu Sokak, No: 9
Sözdöksan Met.mak.nak.otom.inş.san.ve Tic.ltd.şti.;Tahsisli;3;Döküm;3322392530;sozdoksan-metalurji@outlook.com;;;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 36
Sözen Endüstri Metal A.ş.;Ön Tahsisli;6;Döküm;;1yuksel@sozenmetal.com.tr;;;
Spartek Makina Otom.a.ş.;Kiracı;3;Otomotiv Yedek Parça;;;;;Büyükkayacık Osb Mah, 5 Nolu Sokak, No: 5
Spartek Makina Otomotiv A.ş.;Tahsisli;6;Otomotiv Yedek Parça;3323464848;ekrem.bulut@yuntes.com.tr;;;Büyükkayacık Osb Mah, 616 Nolu Sokak, No: 3
Srp Sadid Air Spring Körük Ltd.şti.;Kiracı;2;Otomotiv Yedek Parça;3325011868;akif@bayrakdar.com.tr;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 21
Srp Sadid Otomotiv A.ş.;Tahsisli;6;Otomotiv Yedek Parça;2126710777;muhasebe@srp.com.tr;https://srp.com.tr;srp.com.tr;
Srp Sadid Otomotiv A.ş.;Kiracı;2;Otomotiv Yedek Parça;2126710777;muhasebe@srp.com.tr;https://srp.com.tr;srp.com.tr;Büyükkayacık Osb Mah, Kocadere Sokak, No: 3
Srt Dişli San.a.ş.;Kiracı;3;Otomotiv Yedek Parça;;;;;Büyükkayacık Osb Mah, Vali İhsan Dede Caddesi, No: 8
Staff Elektrik Makina Teknolojileri Bilişim San.tic.ltd.şti.;Tahsisli;5;Elektrik - Elektronik;3322390648;bilgi@akiskablo.com;;;Aşağıpınarbaşı Osb Mah, 521 Nolu Sokak, No: 5
Stf Filtre Tarım Sulama Sistemleri Makina San.tic.ltd.şti.;Tahsisli;4;İmalat;3329991199;maliisler@stf.com.tr;www.stf.com.tr;stf.com.tr;Büyükkayacık Osb Mah, 103. Cadde, No: 12
Stf Filtre Tarım Sulama Sistemleri Makina San.tic.ltd.şti.;Tahsisli;6;İmalat;3329991199;maliisler@stf.com.tr;www.stf.com.tr;stf.com.tr;
Stof Asansör San. Ve Tic.ltd.şti.;Tahsisli;6;Asansör ve Ekipmanları;4442456;muhasebe@stof.com.tr;www.stof.com.tr;stof.com.tr;
Stof Asansör San. Ve Tic.ltd.şti.;Kiracı;2;Asansör ve Ekipmanları;4442456;muhasebe@stof.com.tr;www.stof.com.tr;stof.com.tr;Büyükkayacık Osb Mah, Karahisar Sokak, No: 4
Süleyman Kürkcü-Mevlüt Kürkcü;Tahsisli;2;Diğer;3322390722;info@kurkardokum.com;;;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 19
Süleyman Sezer Amb.San.Ve Tic.Ltd.Şti.;Tahsisli;2;Ambalaj ve Paketleme;3322481039;muhasebe@ssambalaj.com.tr;www.ssambalaj.com.tr;ssambalaj.com.tr;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 21
Sürmak Tar.Ürn.Otom.Tar.Mak.San.Tic.Ltd.Şti.;Tahsisli;3;Tarım Makinaları;3322392420;muhasebe@surmak.com.tr;https://www.surmak.com.tr;surmak.com.tr;Büyükkayacık Osb Mah, 18 Nolu Sokak, No: 4
Sürüm Tarım Mak.inş.otom.san.tic.ltd.şti.;Tahsisli;3;Tarım Makinaları;3322391707;info@surum.com.tr;;;Büyükkayacık Osb Mah, 1 Nolu Sokak, No: 6
Sürüm Tarım Mak.inş.otom.san.tic.ltd.şti.;Tahsisli;5;Tarım Makinaları;3322391707;info@surum.com.tr;;;Aşağıpınarbaşı Osb Mah, 523 Nolu Sokak, No: 8
Şah Bağlantı Elemanları San. Tic. Ltd. Şti.;Kiracı;2;Metal;;;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 19
Şahin Tanker Ve Nakliyat San.Ve Tic.Ltd.Şti.;Tahsisli;5;Dorse - Damper - Treyler;3322517933;info@sahintanker.com.tr;www.sahintanker.com.tr;sahintanker.com.tr;Aşağıpınarbaşı Osb Mah, 521 Nolu Sokak, No: 7
Şahinler Tarım Mak.Saç Ve Metal San.Tic.Ltd.Şti.;Kiracı;2;Tarım Makinaları;332 2371079;info@sahinlertanker.com.tr;www.sahinlertanker.com.tr;sahinlertanker.com.tr;Büyükkayacık Osb Mah, İkipınar Sokak, No: 10
Şakalak Tarım Makinaları San.tic.a.ş.;Tahsisli;5;Tarım Makinaları;3322390270;sakalak@sakalak.com.tr;;;Aşağıpınarbaşı Osb Mah, 524 Nolu Sokak, No: 5
Şakalak Tarım Makinaları San.tic.a.ş.;Tahsisli;3;Tarım Makinaları;3322390270;sakalak@sakalak.com.tr;;;Büyükkayacık Osb Mah, 1 Nolu Sokak, No: 4
Şakiroğlu Tarım Gıda Ür.inş.ve San.ve Tic.ltd.şti.;Tahsisli;4;Tarım Makinaları;8503604242;muhasebe@sakiroglutarim.com.tr;www.sakiroglutarim.com.tr;sakiroglutarim.com.tr;Büyükkayacık Osb Mah, 409 Nolu Sokak, No: 3
Şalt Otomasyon Ltd.şti.;Tahsisli;6;Elektrik - Elektronik;3323453181;dcinar@saltotomasyon.com;;;
Şanlı Plastik Sondaj Boru İml.San.Ve Tic.A.Ş;Tahsisli;2;Plastik;3322381220;sanliboru@gmail.com;www.sanliboru.com.tr;sanliboru.com.tr;Büyükkayacık Osb Mah, Güneştepe Sokak, No: 14
Şanlı Rulman Yatakları San. Ve Tic.ltd.şti.;Tahsisli;2;Makina;3322488332;info@snlplastik.com.tr;https://sanlirulman.com;sanlirulman.com;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 37
Şekeroğlu Kimya Ve Plastik San.ve Tic.a.ş.;Tahsisli;3;Plastik;4444271;bilgi@sekeroglu.com.tr;www.sekeroglu.com.tr;sekeroglu.com.tr;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 21
Şençoban Tarım Gıda Hayvancılık Boya Yatırımları San.Paz.Ve Tic.Ltd.Şti.;Tahsisli;3;Yapı - İnşaat Malzemeleri;3323454400;kamil@sencoban.com.tr;www.leaderpaint.com.tr;leaderpaint.com.tr;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 22
Şenkar Soğutma Dayanıklı Tüketim Malları Pazarlama Ve Hayvancılık Gıda San.Tic.Ltd.Şti.;Tahsisli;6;Isıtma ve Soğutma Sistemleri;3322484406;senkar@senkar.com.tr;;;Büyükkayacık Osb Mah, 623 Nolu Sokak, No: 9
Şenkar Soğutma San.tic.ltd.şti.;Kiracı;3;Isıtma ve Soğutma Sistemleri;;;;;Büyükkayacık Osb Mah, 19 Nolu Sokak, No: 8
Şifa Kimya İlaç Koz. San. Ve Tic. A.Ş.;Tahsisli;2;Kimya;3322390671;info@sifakimya.com.tr;https://sifakimya.com.tr;sifakimya.com.tr;Büyükkayacık Osb Mah, Kırım Caddesi, No: 15
Talay Otomotiv San.Ve Tic.A.Ş.;Tahsisli;2;Otomotiv Yedek Parça;3322390250;talay@talaymotor.com;www.talaymotor.com;talaymotor.com;Büyükkayacık Osb Mah, Reisköy Caddesi, No: 14
Talipsan Mağazacılık A.ş.;Kiracı;5;Ayakkabı;;1gungor.dag@talipsan.com.tr;;;Büyükkayacık Osb Mah, 500 Nolu Sokak, No: 13
Tanbatu Yapı Turizm Sanayi İç Ve Dış Ticaret A.ş.;Ön Tahsisli;6;İmalat;5307744693;1maliisler@batulogistics.com;;;
Tanmer Oto San.Tic.Ltd.Şti.;Tahsisli;2;Otomotiv Yedek Parça;3322494149;tanmerotomotiv@hotmail.com;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 11
Tarımöz Tarım Mak.San.Tic.A.Ş.;Tahsisli;3;Tarım Makinaları;3322391220;alper@tarimoz.com.tr;www.tarimoz.com.trt;tarimoz.com.trt;Büyükkayacık Osb Mah, 12 Nolu Sokak, No: 18
Tasaş Alüminyum San.Tic.A.Ş.;Tahsisli;2;Alüminyum;3322390108;leventtaplaci@tasas.com.tr;www.tasas.com.tr;tasas.com.tr;Büyükkayacık Osb Mah, Reisköy Caddesi, No: 6
Taşçı Kardeşler Tanker İml. Oto Tamir. Bakım Serv. Gıda Mad. San. Ve Tic Ltd. Şti.;Kiracı;3;Dorse - Damper - Treyler;3322511020;info@tascitanker.com.tr;www.tascitanker.com.tr;tascitanker.com.tr;Büyükkayacık Osb Mah, 3 Nolu Sokak, No: 8
Taşkazan Cıvata Somun San.ve Tic.ltd.şti.;Tahsisli;4;Metal;3322392045;info@taskazan.com;www.taskazan.com;taskazan.com;Büyükkayacık Osb Mah, 404 Nolu Sokak, No: 4
Taşkazan Demir Çelik Civata Somun San. Ve Tic.a.ş.;Tahsisli;5;Metal;;;;;Aşağıpınarbaşı Osb Mah, 520 Nolu Sokak, No: 4
Tatbey Çikolata Şekerleme Gıda Sanayi Ve Tic. A.ş.;Tahsisli;5;Gıda;3323426161;info@tatbey.com;;;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 17
Tatlısumak Şekerleme San.Ve Tic.Ltd.Şti.;Tahsisli;3;Gıda;3322390400;info@soray.com.tr;www.soray.com.tr;soray.com.tr;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 19
Tatlısumaklar Gıda Mad.Paz.San.Tic.A.Ş.;Tahsisli;3;Gıda;3323422621;tatlisumaklar@tatlisumaklar.com;;;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 17
Tbp Otomotiv San. Ve Tic. A.ş.;Kiracı;3;Otomotiv Yedek Parça;3322391400;mustafa@kahveci.com.tr;www.kahveci.com.tr;kahveci.com.tr;Büyükkayacık Osb Mah, 13 Nolu Sokak, No: 19
Tce Makina Sanayi Ticaret A.ş.;Tahsisli;5;Makina;3323450623;muhasebe@tce-converting.com;www.tce-converting.com;tce-converting.com;Büyükkayacık Osb Mah, 506 Nolu Sokak, No: 10
Tekcer Nakliyat Taahhüt San. Ve Tic.ltd.şti.;Kiracı;4;Ambalaj ve Paketleme;3322490201;iletisim@tekcer.com.tr;;;Büyükkayacık Osb Mah, 406 Nolu Sokak, No: 10
Tekcer Nakliyat Taahhüt San. Ve Tic.ltd.şti.;Tahsisli;6;Ambalaj ve Paketleme;3322490201;iletisim@tekcer.com.tr;;;
Tekelioğlu Civata San.ve Tic.ltd.şti.;Tahsisli;5;İmalat;3322391740;info@tekelioglucivata.com;www.tekelioglucivata.com;tekelioglucivata.com;Aşağıpınarbaşı Osb Mah, 516 Nolu Sokak, No: 6
Tekelioğlu Civata San.ve Tic.ltd.şti.;Tahsisli;3;İmalat;3322391740;info@tekelioglucivata.com;www.tekelioglucivata.com;tekelioglucivata.com;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 35
Tekkaya Yemcilik Nak.gıda Tar.ve İnş.san.tic.ltd.şti.;Tahsisli;3;Yem ve Tohumculuk;3322390728;;;;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 6
Tekman Civatacılık Sarraflık Tic.ve San.a.ş.;Tahsisli;3;Diğer;;;;;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 23
Teknik Değirmen Mak.San.Tic.Ltd.Şti.;Tahsisli;3;Değirmen Makinaları;3322481621;teknik@teknikdegirmen.com.tr;www.teknikdegirmen.com.tr;teknikdegirmen.com.tr;Büyükkayacık Osb Mah, 5 Nolu Sokak, No: 9
Teknik Makina İmalat San.Tic.Ltd.Şti.;Tahsisli;4;Makina;3323450845;info@teknikmakinatakim.com;www.teknikcuttingtools.com;teknikcuttingtools.com;Büyükkayacık Osb Mah, 422 Nolu Sokak, No: 9
Teknovizyon Makina Otomotiv Metal Çelik Plastik Bilgisayar Sanayi Ve Ticaret Limited Sirketi;Ön Tahsisli;6;İmalat;;1teknovizyon@hotmail.com;;;
Tekoma Hassas Tutucu Takımlar Mak.san.tic.ltd.şti.;Kiracı;3;Metal;;;;;Büyükkayacık Osb Mah, 12 Nolu Sokak, No: 26
Teksin Konteyner Ve Galvaniz San.tic.ltd.şti.;Tahsisli;4;Dorse - Damper - Treyler;4446642;teksin@teksin.com.tr;https://www.teksin.com.tr;teksin.com.tr;Büyükkayacık Osb Mah, 103. Cadde, No: 14
Tel-Sar Metal Otom.İnş.San.Ve Tic.Ltd.Şti.;Tahsisli;3;Metal;3322481272;bilgi@telsar.com.tr;www.telsar.com;telsar.com;Büyükkayacık Osb Mah, 18 Nolu Sokak, No: 9
Telefoncular Metal San. Ve Tic.ltd.şti.;Tahsisli;3;Metal;446158;s.erbay@telefofoncular.com.tr;www.telefoncular.com.tr;telefoncular.com.tr;Büyükkayacık Osb Mah, 12 Nolu Sokak, No: 34
Tem-pa Tarımsal End.mam.paz.san.tic A.ş.;Tahsisli;3;Temizlik Ürünleri;;;;;Büyükkayacık Osb Mah, 20 Nolu Sokak, No: 13
Tema Metalurji San.tic.ltd.şti.;Kiracı;3;Döküm;3322392170;info@temametalurji.com;www.temametalurji.com;temametalurji.com;Büyükkayacık Osb Mah, Bila Sokak, No: 
Tığlıoğlu Otomotiv Petrol Turizm Tic.san. Ve Ltd.şti.;Tahsisli;5;Plastik;3322333461;tglplastik@gmail.com;www.tglplastik.com;tglplastik.com;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 17
Tisan İnş.San.Tic.A.Ş.;Tahsisli;2;Yapı - İnşaat Malzemeleri;3323209896;abdullahsanli@tisanas.com.tr;;;Büyükkayacık Osb Mah, Vezirköy Caddesi, No: 4
Tk Tarım Kredi Pazarlama Ve Marketçilik A.ş.;Kiracı;5;Ambalaj ve Paketleme;;abdullahturgay@kooperatifmarket.com.tr;;;Büyükkayacık Osb Mah, 504 Nolu Sokak, No: 6
Topçular Endüstriyel Üretim Ve Yatırım A.ş.;Tahsisli;2;Makina;;;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 53
Topçuoğlu Plas.Tic.Ltd.Şti.;Kiracı;2;Plastik;3322392525;bilgi@topcuogluplastik.com;www.topcuogluplastik.com;topcuogluplastik.com;Büyükkayacık Osb Mah, İnsu Sokak, No: 8
Topuz Emaye Soba San.Ve Tic.Ltd.Şti.;Tahsisli;4;Isıtma ve Soğutma Sistemleri;3322390091;bilgi@topuz.com.tr;www.topuz.com.tr;topuz.com.tr;Büyükkayacık Osb Mah, 101. Cadde, No: 19
Torunlar Demir Saç Profil Ticaret Sanayi Limited Şirketi;Tahsisli;4;Metal;4446169;info@torunlardemir.com;www.torunlardemir.com;torunlardemir.com;Büyükkayacık Osb Mah, 101. Cadde, No: 9
Tosunoğulları Mobilya San.Tic.A.Ş.;Tahsisli;3;Mobilya ve Ahşap Ürünleri;3322390017;konya@burotime.com;www.burotime.com;burotime.com;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 5
Tozmaksan Otomotiv Makine Tarım San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Otomotiv Yedek Parça;3322342432;tozmaksan@hotmail.com;;;
Tsn Global Yatırım Danışmanlık A.ş.;Tahsisli;3;Diğer;;;;;Büyükkayacık Osb Mah, Vali İhsan Dede Caddesi, No: 2
Ttt Otomotiv A.ş.;Tahsisli;6;Otomotiv Yedek Parça;3323452859;info@ttt-auto.com;;;
Ttt Otomotiv A.ş.;Tahsisli;5;Otomotiv Yedek Parça;3323452859;info@ttt-auto.com;;;Aşağıpınarbaşı Osb Mah, 523 Nolu Sokak, No: 6
Tual Alüminyum San. Ve Tic.Ltd.Şti.;Tahsisli;5;Alüminyum;3323453003;muhasebe@tualaluminyum.com;www.tualaluminyum.com;tualaluminyum.com;Büyükkayacık Osb Mah, 506 Nolu Sokak, No: 8
Tual Alüminyum San. Ve Tic.Ltd.Şti.;Ön Tahsisli;6;Alüminyum;3323453003;muhasebe@tualaluminyum.com;www.tualaluminyum.com;tualaluminyum.com;
Turan Plastik Amb. Maddeleri Ve Gıda San.tic.a.ş.;Tahsisli;4;Plastik;3323450122;bilgi@turanplastik.com;www.turanplastik.com;turanplastik.com;Büyükkayacık Osb Mah, 405 Nolu Sokak, No: 20
Turbotek Oto.inş.mak.san.tic.ltd.şti.;Kiracı;2;Otomotiv Yedek Parça;3322391664;info@gtsa.com.tr;www.turbotek.com.tr;turbotek.com.tr;Büyükkayacık Osb Mah, Kocadere Sokak, No: 10
Turbotek Oto.inş.mak.san.tic.ltd.şti.;Tahsisli;3;Otomotiv Yedek Parça;3322391664;info@gtsa.com.tr;www.turbotek.com.tr;turbotek.com.tr;Büyükkayacık Osb Mah, 15 Nolu Sokak, No: 17
Turcont Mühendislik İmalat San.ve Tic.ltd.şti.;Kiracı;2;Metal;;info@turconbelt.com;www.turconbelt.com;turconbelt.com;Büyükkayacık Osb Mah, Işıktepe Sokak, No: 16
Turimpeks Kağıtçılık Elek.Tekstil Tic.San.Ltd.Şti.;Tahsisli;2;Kağıt ve Kağıt Ürünleri;3322390161;muhasebe@turimpeks.com;www.turimpeks.com;turimpeks.com;Büyükkayacık Osb Mah, Karahisar Sokak, No: 24
Tümas Hidrolik San.Tic.Ltd.Şti.;Kiracı;2;Hidrolik;3322392255;bilgi@tumashidrolik.com;www.tumashidrolik.com;tumashidrolik.com;Büyükkayacık Osb Mah, Karahisar Sokak, No: 6
Türkyılmaz Silo Çelik Yapı Ve Dış Ticaret A.ş.;Tahsisli;6;Yapı - İnşaat Malzemeleri;;1muhasebe@turkyilmaz.com;;;
Türsan Otomotiv İnş.Ve Tarım Mak.San.Tic.Ltd.Şti.;Tahsisli;3;Otomotiv Yedek Parça;3322391770;info@tursanotomotiv.com.tr;www.tursanotomotiv.com.tr;tursanotomotiv.com.tr;Büyükkayacık Osb Mah, 12 Nolu Sokak, No: 24
Uğurbey Makine San. Ve Tic.a.ş.;Tahsisli;6;Dorse - Damper - Treyler;5327264103;ugurbeyas@gmail.com;;;
Uğuroğlu Nakliyat Harfiyat Hizm.taah.hay.inş. San. Ve Tic.ltd.şti.;Ön Tahsisli;6;Dorse - Damper - Treyler;5323005970;2uguroglu@uguroglunakliyat.com;;;
Ulusan Alüminyum San.ve Tic.a.ş.;Tahsisli;3;İmalat;3322392020;ulusan@ulusan.com;https://ulusan.com;ulusan.com;Büyükkayacık Osb Mah, T.Ziyaeddin Akbulut Caddesi, No: 20
Ulusoy İlaç Ve Kozmetik San.Ve Tic.A.Ş.;Tahsisli;2;Kimya;3322390597;info@ulusoykozmetik.com;www.ulusoykozmetik.com;ulusoykozmetik.com;Büyükkayacık Osb Mah, Kırım Caddesi, No: 21
Ulutaş Demir Tar.Ür.Tar.Mak.San.Tic.Ltd.Şti.;Tahsisli;3;Tarım Makinaları;3322490081;bilgi@ulutastarim.com.tr;www.ulutastarim.com.tr;ulutastarim.com.tr;Büyükkayacık Osb Mah, 8 Nolu Sokak, No: 11
Ums Saç İşleme Makinaları İml.Ith.Ihr.San. Ve Tic.Ltd.Şti.;Kiracı;4;Makina;;;;;Büyükkayacık Osb Mah, 405 Nolu Sokak, No: 8
Unilever San.ve Tic.türk A.ş.;Tahsisli;5;Gıda;3322801302;guvenlik.konya@unilever.com;www.unilever.com.tr;unilever.com.tr;Büyükkayacık Osb Mah, 504 Nolu Sokak, No: 2
Unilever San.ve Tic.türk A.ş.;Tahsisli;4;Gıda;3322801302;guvenlik.konya@unilever.com;www.unilever.com.tr;unilever.com.tr;Büyükkayacık Osb Mah, Bila Sokak, No: 
Unormak Değirmen Mak.İml.San.Tic.Ltd.Şti.;Tahsisli;3;Değirmen Makinaları;3322391016;muhasebe@unormak.com.tr;www.unormak.com.tr;unormak.com.tr;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 5
Unormak Değirmen Mak.İml.San.Tic.Ltd.Şti.;Tahsisli;5;Değirmen Makinaları;3322391016;muhasebe@unormak.com.tr;www.unormak.com.tr;unormak.com.tr;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 7
Uyan Metalurji San.ve Tic.ltd.şti.;Tahsisli;4;Döküm;3323420301;mehmet@uyanvana.com;www.uyanvana.com;uyanvana.com;Büyükkayacık Osb Mah, 405 Nolu Sokak, No: 26
Uyanık Yatağanlı Zir.Al.Mak.San.Tic.Ltd.Şti.;Kiracı;2;Tarım Makinaları;3322390725;uyanikyataganli@hotmail.com;www.uyanikyataganli.com;uyanikyataganli.com;Büyükkayacık Osb Mah, Kocadere Sokak, No: 6
Uyanık Yatağanlı Zir.Al.Mak.San.Tic.Ltd.Şti.;Tahsisli;2;Tarım Makinaları;3322390725;uyanikyataganli@hotmail.com;www.uyanikyataganli.com;uyanikyataganli.com;Büyükkayacık Osb Mah, Kocadere Sokak, No: 8
Uysal Tohum Gübre Tarım Ürünleri San. Ve Tic.Ltd.Şti.;Tahsisli;5;Yem ve Tohumculuk;3323421572;bilgi@uysaltohum.com.tr;;;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 4
Ümit Özcan Medikal İtriyat Ve İnş.Tic. Ve San.Ltd.Şti.;Kiracı;3;Sağlık ve Medikal	;3323427044;bilgi@umitozcanmedikal.com.tr;www.umitozcanmedikal.com.tr;umitozcanmedikal.com.tr;Büyükkayacık Osb Mah, 509 Nolu Sokak, No: 20
Ümitel Otom.tar. Ve Mak.nak.inş.san.tic.ltd.şti.;Tahsisli;2;Diğer;;;;;Büyükkayacık Osb Mah, Evrenköy Caddesi, No: 24
Ünsal Tarım Mak.san.ve Tic.ltd.şti.;Tahsisli;3;İmalat;3322390719;bilgi@unsaltarim.com;www.unsaltarim.com;unsaltarim.com;Büyükkayacık Osb Mah, 4 Nolu Sokak, No: 9
Vaden Otom. San. Ve Tic. A.ş.;Tahsisli;4;Otomotiv Yedek Parça;4449184;info@vaden.com.tr;www.vaden.com.tr;vaden.com.tr;Büyükkayacık Osb Mah, 102. Cadde, No: 7
Vaden Otom. San. Ve Tic. A.ş.;Tahsisli;4;Otomotiv Yedek Parça;4449184;info@vaden.com.tr;www.vaden.com.tr;vaden.com.tr;Büyükkayacık Osb Mah, 102. Cadde, No: 5
Vaden Otom. San. Ve Tic. A.ş.;Tahsisli;5;Otomotiv Yedek Parça;4449184;info@vaden.com.tr;www.vaden.com.tr;vaden.com.tr;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 21
Vaden Otom. San. Ve Tic. A.ş.;Tahsisli;5;Otomotiv Yedek Parça;4449184;info@vaden.com.tr;www.vaden.com.tr;vaden.com.tr;Büyükkayacık Osb Mah, 513 Nolu Sokak, No: 14
Vator Asansör Ve Yürüyen Merd. San. Ve Tic. Ltd. Şti.;Kiracı;2;Asansör ve Ekipmanları;;;;;Büyükkayacık Osb Mah, Yaylacık Caddesi, No: 16
Venge Orman Ürünleri İnş.otom.teks.tur.san. Ve Tic.ltd.şti.;Tahsisli;5;Mobilya ve Ahşap Ürünleri;3323426896;nk@vengeahsap.com.tr;www.vengeahsap.com;vengeahsap.com;Büyükkayacık Osb Mah, 500 Nolu Sokak, No: 5
Viber Hd Endüstriyel Mutfak Ekipmanları San. Ve Tic.ltd.şti.;Tahsisli;6;Makina;;1muhasebe@viber.com.tr;;;
Vital Asansör Elektrik Elektronik Makina San. Ve Tic.Ltd.Şti.;Kiracı;3;Asansör ve Ekipmanları;3323451385;muhasebe@vitalasansor.com;www.vitalasansor.com;vitalasansor.com;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 24
Vital Asansör Elektrik Elektronik Makina San. Ve Tic.Ltd.Şti.;Kiracı;3;Asansör ve Ekipmanları;3323451385;muhasebe@vitalasansor.com;www.vitalasansor.com;vitalasansor.com;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 31
Voldi Otomotiv San.Tic.Ltd.Şti.;Tahsisli;2;Otomotiv Yedek Parça;3322392017;info@voldi.com.tr;www.voldi.com.tr;voldi.com.tr;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 39
Wımac Vinç Müh.San. Ve Tic.Ltd.Şti.;Kiracı;3;Makina;3322363187;muhasebe@wimac.com.tr;www.wimac.com.tr;wimac.com.tr;Büyükkayacık Osb Mah, 9 Nolu Sokak, No: 33
Yağbasan Otom.yedek Parça İml.san.tic.paz.ltd.şti.;Kiracı;3;İmalat;;;;;Büyükkayacık Osb Mah, 7 Nolu Sokak, No: 26
Yardımcı Beton San.Tic.Ve Paz.A.Ş.;Tahsisli;2;Yapı - İnşaat Malzemeleri;;;;;Büyükkayacık Osb Mah, Lalehan Caddesi, No: 59
Yardımcı Prefabrik Yapı Elemanları A.ş.;Tahsisli;6;Diğer;3322390200;2aakdemir@yardimciprefabrik.com;;;
Yavuzsan Otomotiv San.ve Tic.a.ş.;Tahsisli;3;Otomotiv Yedek Parça;3322392200;muhasebe@yavuzsan.com;www.yavuzsan.com;yavuzsan.com;Büyükkayacık Osb Mah, Kuddusi Caddesi, No: 16
