Firma Adı;Şehir;İlçe;Sektör;Telefon;Faks;E-Posta;Web Sitesi;Domain;Adres
STANDART CİVATA TİCARET VE SANAYİ A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 77 87;3767560;muhasebe@standartcivata.com.tr;http://www.standartcivata.com.tr;standartcivata.com.tr;10.002 SOKAK NO.12 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
STEEL MOLD MAKİNA SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 27 28;;info@steelmoldmakina.com;http://www.steelmold.com.tr;steelmold.com.tr;10.028 SOKAK NO.2  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
STEP MİMARLIK İNŞAAT DEKORASYON HİZMETLERİ SAN.VE TİC. LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 34 77;3283475;stil@stil44.com;http://www.stepcollection.com;stepcollection.com;10.026 SOKAK NO.15 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
STERN INGREDIENTS TURKEY GIDA SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 325 20 01;999 08 16;info@sterningredients.com.tr;http://www.sterningredients.com.tr;sterningredients.com.tr;10.006/1 SOKAK NO.24 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SUAT ERTAÇ/İNCİ ERTAÇ/SEDEF ERTAÇ;İZMİR;ÇİĞLİ;;;;;;;10.026 SOKAK NO:36  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SUAT ÖZYAMAN;İZMİR;ÇİĞLİ;;(232) 461 73 72;4617585;s.ozyaman@hotmail.com;http://;;10.016 SOKAK NO:22  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SUAT ÖZYAMAN;İZMİR;ÇİĞLİ;Bitkisel ve hayvansal üretim ile avcilik ve ilgili;(232) 433 54 82;4617585;s.ozyaman@hotmail.com;;;10.024 SOKAK NO.4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SUN CHEMİCAL MATBAA MÜREKKEPLERİ VE GEREÇLERİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 88 90;3768898;zehra.yilmaz@sunchemical.com;http://www.sunchemical.com;sunchemical.com;M.KEMAL ATATÜRK BUL.NO.69 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SUN CHEMİCAL MATBAA MÜREKKEPLERİ VE GEREÇLERİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Diger boya, vernik ve ilgili ürünlerin imalati (re;(232) 376 88 90;3768898;zehra.yilmaz@sunchemical.com;www.sunchemical.com;sunchemical.com;10.037 SOKAK NO:4  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SUSİTAŞ SU ÜRÜNLERI VE SAN.MAM.IHR.TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 70 50;3767052;info@susitas.com;http://www.susitas.com;susitas.com;10.040 SOKAK NO.25 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SÜLEYMAN VİCDANİ ÇAĞLAR - ÇAĞLAR YER KAROLARI;İZMİR;ÇİĞLİ;;(232) 368 24 24;;svcaglar@hotmail.com;;;10.023 SOKAK NO:2  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
SÜMER KONFEKSİYON MALZ.TEKS.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Tekstille kaplanmis kauçuk iplik veya kordon ile k;(232) 431 01 54;4310154;;www.sumertekstil.com.tr;sumertekstil.com.tr;10.038 SOKAK NO.1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ŞANLI İLAÇ SANAYİ A.Ş.;İZMİR;ÇİĞLİ;Temel eczacilik ürünlerinin imalati (antibiyotik, ;(232) 328 34 54;3283048;sanliilac@sanliilac.com.tr;http://www.sanliilac.com.tr;sanliilac.com.tr;10.046 SOKAK NO:6  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ŞANTEKS MENSUCAT SAN VE TİC A.Ş.;İZMİR;ÇİĞLİ;Kot vb. baski dügmeleri, çitçitlar, dügmeler, ferm;(232) 376 79 00;3282050;santeks@shatelgroup.com;www.satelgroup.com;satelgroup.com;10.001 SOKAK NO.18 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ŞATEL ÖRME KUMAŞ BOYA BASKI KONFEKSİYON SAN.VE TİC. A.Ş.;İZMİR;ÇİĞLİ;Örgü ve tig isi kumaslarin imalati (penye ve havli;(232) 328 20 47;3282050;info@satelorme.com;http://www.shatelgroup.com;shatelgroup.com;10.001 SOKAK NO.18 /A ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ŞEKER FİNANSAL KİRALAMA A.Ş.;İZMİR;ÇİĞLİ;;;;;;;10.036 SOKAK NO.7 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ŞENCAN AYAN;İZMİR;ÇİĞLİ;;(232) 376 79 75;3767947;;;;10.016 SOKAK NO:35  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ŞİMŞEK AMBALAJ SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Demir veya çelikten yiyecek, içecek ve diger ürünl;(232) 376 88 56;3767943;info@simsekambalaj.com.tr;http://www.simsekambalaj.com.tr;simsekambalaj.com.tr;10.003 SOKAK NO:1 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ŞİRİN DİNÇER/FATMA AYDEMİR/NİLGÜN DİNÇER/ELÇİN ÖZDEMİR;İZMİR;ÇİĞLİ;Ev tipi buzdolabi, dondurucu, çamasir makinesi, ça;;;;;;10.050 SOKAK NO:3   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ŞİRİN DİNÇER/FATMA AYDEMİR/NİLGÜN DİNÇER/ELÇİN ÖZDEMİR;İZMİR;ÇİĞLİ;;;;;;;10.000 SOKAK NO.20 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ŞULE PEKER;İZMİR;ÇİĞLİ;;;2434848;ekoplastic@mynet.com;http://;;10.016 SOKAK NO.80  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TADEP OTOMOTİV SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Motorlu kara tasitlari için diger parça ve aksesua;(232) 328 14 46;3281447;info@tadep.com;http://www.tadep.com;tadep.com;10.021 SOKAK NO.31 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TAHA TEKNİK END. TEMİZLİK MAK.YEDEK PARÇA VE TEKNİK EKİP.GIDA İNŞ.İTH.İHR.SAN.VE TİC.LTD.ŞTİ;İZMİR;ÇİĞLİ;;444 53 51;;muhasebe@tahateknik.com;http://www.tahateknik.com;tahateknik.com;M.KEMAL ATATÜRK BUL. NO.66 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TAHSİN ERKAN - BÜTÜN MIMARLIK MÜHENDISLIK BÜROSU;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis plastik insaat malz;(232) 328 24 12;3282413;info@tekorplast.net;www.tekorplast.net;tekorplast.net;10.016 SOKAK NO:48 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TALAY MAKİNA VE AMBALAJ SAN.TİC.A.Ş.;İZMİR;ÇİĞLİ;Tohumlarin, tanelerin veya kuru baklagillerin temi;(232) 376 71 30;3767132;info@talaymakina.com;www.talaymakina.com;talaymakina.com;10.036 SOKAK NO.12 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TAMAY SANAYİ VE TİCARET KOLL.ŞTİ. HALUK FEHMİ ERTAMAY VE ORTAĞI;İZMİR;ÇİĞLİ;Gida ve içeceklerin endüstriyel olarak hazirlanmas;(232) 328 18 87;;tamaysan@tamaysan.com;http://www.tamaysan.com;tamaysan.com;10.000 SOKAK NO.20 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TAMAY SANAYİ VE TİCARET KOLL.ŞTİ. HALUK FEHMİ ERTAMAY VE ORTAĞI;İZMİR;ÇİĞLİ;Gida ve içeceklerin endüstriyel olarak hazirlanmas;(232) 328 18 87;3281883;tamaysan@tamaysan.com;http://www.tamaysan.com;tamaysan.com;10.016 SOKAK NO.52 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TAMUĞUR ORMAN ÜRÜNLERİ SAN. İNŞ. VE TURİZM HİZ. TEKSTİL TİC. LTD.ŞTİ.;İZMİR;ÇİĞLİ;Kereste imalati (agaçlarin biçilmesi, planyalanmas;(232) 486 25 12;4357686;info@tamugur.com;;;10.002 SOKAK NO.38 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TANMAK BASKI SİLİNDİRLERİ DİŞLİ MAK.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 86 57;3280435;info@tanmak.com.tr;www.tanmak.com.tr;tanmak.com.tr;10.001 SOKAK NO.16 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TANMAK BASKI SİLİNDİRLERİ DİŞLİ MAK.SAN.VE TİC.A.Ş. ÇİĞLİ ŞUBESİ;İZMİR;ÇİĞLİ;;(232) 376 86 57;3280435;info@tanmak.com.tr;http://www.tanmak.com.tr;tanmak.com.tr;10.023 SOKAK NO:6  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TARİŞ ZEYTİNYAĞI TARIM SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Zeytinyagi imalati (saf, sizma, rafine);(232) 394 02 23;3283263;infotz@tariszeytinyagi.com.tr;"http://www.ta-ze.com.tr/ ; http://www.tariszeytinyagi.com/";ta-ze.com.tr;10.006/1 SOKAK NO:10 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TAŞKAN MAKİNA YEDEK PARÇA OTOMOTİV SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Motorlu veya pnömatik el aletlerinin imalati (zimp;(232) 376 71 12;3283043;info@taskanmakina.com.tr;;;10.023 SOKAK NO:5  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TATİŞ GAYRİMENKUL YATIRIM İNŞAAT SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 244 05 00;2446733;karsiyakasube@itk.k12.tr;www.ozelturkkoleji.com;ozelturkkoleji.com;ESKİ HAVAALANI CADDESİ NO.188 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TAYLAN DİKİM TEKSTİL HAYVANCILIK İNŞ.TURİZM SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 33 21;3283324;info@taylantekstil.com;;;10.001 SOKAK NO.12 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TE-TA TEKNİK TARIM MAK.VE ÜRÜNLERİ İTH.İHR.SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Insaat ve insaatin parçalari için metal çati ya da;(232) 328 00 55;3280575;info@te-ta.com.tr;http://www.te-ta.com.tr;te-ta.com.tr;10.038 SOKAK NO.3 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TECHMAX TECHNOLOGY YAZILIM SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Tüketici elektronigi ürünlerinin imalati;0232 700 11 11;;info@techmax.com.tr;http://www.techmax.com.tr;techmax.com.tr;10.016 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TECNOFİRM YEM KATKI MADDELERİ GIDA VE HAYVANSAL İLAÇ SAN. VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Çiftlik hayvanlari için hazir yem imalati;(232) 472 28 36;4722838;info@tecnofirm.com.tr ;http://;;10.040 SOKAK NO. 15 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEKNİK BALANS MAKİNA SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger özel amaçli m;(232) 376 84 40;3768439;info@teknikbalans.com.tr;http://www.teknikbalans.com.tr;teknikbalans.com.tr;10.001 SOKAK NO.15 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEKNİK OTOMAT SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 328 04 30;3281463;muhasebe@teknikotomat.com;www.teknikotomat.com;teknikotomat.com;10.032 SOKAK NO:5 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEKNOBEL KALIP TEKNOLOJİLERİ SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metalden kalip ve döküm modeli imalati (kek ve aya;;;muhasebe@teknokalip.com;http://;;10.010 SOKAK NO:6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEKNOFORM MAK.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi ve sekil verilmesi;(232) 328 30 05;3283007;info@teknoform.com.tr ;www.teknoform.biz , www.teknoformmakina.com;teknoform.biz;M.KEMAL ATATÜRK BUL. NO.30 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEKNOPAR ENDÜSTRİYEL OTOMASYON SAN.VE TİC.A.Ş. İZMİR  ŞUBESİ;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 203 61 91;2036189;info@teknopar.com.tr;http://www.teknopar.com.tr;teknopar.com.tr;10.016 SOKAK NO:50 .ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEKNOPAR ENDÜSTRİYEL OTOMASYON SAN.VE TİC.A.Ş. İZMİR  ŞUBESİ;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 203 61 91;2036189;info@teknopar.com.tr;http://www.teknopar.com.tr;teknopar.com.tr;10.016 SOKAK NO.52 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEKNOPAR ENDÜSTRİYEL OTOMASYON SAN.VE TİC.A.Ş. İZMİR 2 ŞUBESİ;İZMİR;ÇİĞLİ;;(232) 203 61 91;2036189;info@teknopar.com.tr;http://www.teknopar.com.tr;teknopar.com.tr;10.016 SOKAK NO.46  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEKOM-PUK ELEKTROMEKANİK SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 81 60;3768159;info@tekom-puk.com;http://www.group-tekom.com;group-tekom.com;M.KEMAL ATATÜRK BLV.NO:9   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEKOM-PUK ELEKTROMEKANİK SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 376 81 60;3768159;info@tekom-puk.com;www.tekom-puk.com;tekom-puk.com;M.KEMAL ATATÜRK BUL. NO.11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TELMA TEL SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Telden yapilan diger ürünlerin imalati (örgülü tel;(232) 376 72 67;3767033;telma@telmatel.com;http://www.telmatel.com;telmatel.com;10.002 SOKAK NO:31 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TELMA TEL SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 376 72 67;3767033;telma@telmatel.com;http://www.telmatel.com;telmatel.com;10.002 SOKAK NO.16 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TELMA TEL SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metal tornalama, delme, frezeleme ve planyalama ta;(232) 376 72 67;3767033;muhasebe@telmatel.com;http://www.telmatel.com;telmatel.com;10.001 SOKAK NO.3 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEMİZ METAL CEPHE SİSTEMLERİ SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 486 66 19;4616008;info@temizmetal.com;www.temizmetal.com;temizmetal.com;M.KEMAL ATATÜRK BLV.NO:70 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEMPO DİZAYN SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 999 49 29;9994929;ot@tailormadeprojects.com;http://www.tailormadeprojects.com;tailormadeprojects.com;10.042 SOKAK NO.4  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEPAŞ ELEKTRİK VE MEKANİK EV CİHAZLARI SAN. VE TİC. A.Ş.;İZMİR;ÇİĞLİ;Elektrik motoru, jeneratör ve transformatörlerin i;(232) 376 78 12;3767469;tepas@tepas.com;www.tepas.com;tepas.com;10.001 SOKAK NO.5   ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEPAŞ TEKSTİL PAZARLAMA VE SANAYİ A.Ş.;İZMİR;ÇİĞLİ;Dis giyim esyasi imalati, dokuma, örme (trikotaj) ;(232) 376 84 65;3768420;info@tepastekstil.com ;www.tepastekstil.com;tepastekstil.com;M.KEMAL ATATÜRK BUL.NO:78 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TERCANLI KONFEKSİYON MOBİLYA İNŞAAT SAN.VE TİC.LTD.ŞTİ;İZMİR;ÇİĞLİ;;(232) 376 86 85;;tercanteks@hotmail.com;http://;;10.011 SOKAK NO.10 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TERRASTAR TARIM İNŞAAT TURİZM SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;;;info@terrastar.com.tr;http://;;10.041 SOKAK N0.16  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TEVFİK TAHİR ÖNDER;İZMİR;ÇİĞLİ;;(232) 441 49 11;4417285;tto@klasikhali.com;http://;;10.037 SOKAK NO.11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TIM TÜTÜN MAKİNE ÜRETİM SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Tütünün hazirlanmasinda ve islenmesinde kullanilan;(232) 457 37 91;;info@timmachines.com;;;10.026 SOKAK NO.54 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TİMUR FİLİZ;İZMİR;ÇİĞLİ;;(232) 433 53 02;;;http://;;10.040 SOKAK NO.25 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TNH KİMYA ARGE VE TEKNOLOJİ MERKEZİ LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 330 93 30;;info@tnhkimya.com;http://www.tnhkimya.com;tnhkimya.com;10.026 SOKAK NO:6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TOLKAR MAKİNA SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 85 00;3767658;tolkar@tolkar.com;http://;;10.039 SOKAK NO.15 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TOLKAR MAKİNA SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 85 00;3767658;info@tolkar.com;http://www.tolkar.com.tr;tolkar.com.tr;M.KEMAL ATATÜRK BUL. NO.67 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TOLKAR MAKİNA SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Sanayi tipi çamasir makinesi, kuru temizleme makin;(232) 376 85 00;3767658;info@tolkar.com;http://www.tolkar.com.tr;tolkar.com.tr;10.036 SOKAK NO.6 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TOLON GLOBAL MAK.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 70 84;3767089;muhasebe@tolon.com;http://www.tolon.com;tolon.com;10.007 SOKAK NO.11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TOLON INTERNATIONAL MAK.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 70 84;3767089;tolon@tolon.com;www.tolon.com;tolon.com;10.007 SOKAK NO.9 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TOPRAKTAN PASTACILIK GIDA TURİZM SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 435 99 77;4356566;iletisim@topraktan.com.tr;topraktan.com.tr;topraktan.com.tr;10.016 SOKAK NO.78 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TOTOMAK MAKİNA VE YEDEK PARÇA SAN.TİC. A.Ş.;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 376 71 50;3767153;totomak@totomak.com.tr;http://www.totomak.com.tr;totomak.com.tr;10.002 SOKAK NO.2 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TOTOMAK MAKİNA VE YEDEK PARÇA SAN.TİC. A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 71 50;3767153;totomak@totomak.com.tr;http://www.totomak.com.tr;totomak.com.tr;10.010 SOKAK NO:32 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TOTOMAK MAKİNA VE YEDEK PARÇA SAN.TİC. A.Ş.;İZMİR;ÇİĞLİ;Metallerin makinede islenmesi (torna tesfiye isler;(232) 376 71 50;3767153;totomak@totomak.com.tr;www.totomak.com.tr;totomak.com.tr;10.002 SOKAK NO.4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TUBOPLAST SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Plastikten mamul halde tüp, boru, hortum ve bunlar;(232) 504 11 13;;info@tuboplast.com.tr;http://www.tuboplast.com.tr;tuboplast.com.tr;10.002 SOKAK NO.27 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TURGUL MAKİNA SAN.TİC. A.Ş.;İZMİR;ÇİĞLİ;;(232) 433 75 75;4337596;;;;10.002 SOKAK NO.25 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TÜRKOĞLU MAKİNA SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Sanayi tipi sogutucu ve dondurucu donanimlari ile ;(232) 376 80 07;3768009;yto@yto.com.tr;http://www.yto.com.tr;yto.com.tr;10.027 SOKAK NO:3  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
TÜRKOĞLU MAKİNA SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Sanayi tipi sogutucu ve dondurucu donanimlari ile ;(232) 376 80 07;3768009;yto@yto.com.tr;www.yto.com.tr;yto.com.tr;10.027 SOKAK NO.5  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UBA KALIP PLASTİK İNŞAAT ORGANİZASYON SAN.TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Plastikten depo, tank, fiçi ve benzeri kaplarin im;(232) 504 50 55;3283208;muhasebe@ubakalip.com.tr;http://www.ubakalip.com.tr;ubakalip.com.tr;10.016 SOKAK NO.80  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UÇAK TEKSTİL TURİZM İTH.İHR.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 853 17 93;8531795;info@ucaktekstil.com.tr;;;10.010 SOKAK NO:19 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UÇAK TEKSTİL TURİZM İTH.İHR.SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 853 17 93;8531795;info@ucaktekstil.com.tr;;;10.010 SOKAK NO:18 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UFUK MERİÇ KARABULUT;İZMİR;ÇİĞLİ;;;;;http://;;10.016 SOKAK NO.12  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UFUK UĞURAL;İZMİR;ÇİĞLİ;;(232) 328 20 80;3282022;muhasebe@eneko.com.tr;http://www.eneko.com.tr;eneko.com.tr;10.049 SOKAK NO.4  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UĞUR ÇAĞLAROĞLU;İZMİR;ÇİĞLİ;Baska yerde siniflandirilmamis diger genel amaçli ;;;u.caglaroglu@gmail.com;;;10.028 SOKAK NO.4 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UĞURAK MAKİNA ISITMA SOĞUTMA SAC SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 328 34 62;3281279;info@ugurakmakina.com;http://www.ugurakmakina.com;ugurakmakina.com;10.007 SOKAK NO.18 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
ULUSOY SU POMPALARI İMALATI SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;;(232) 376 79 84;3281081;info@ulusoypompa.com;www.ulusoypompa.com;ulusoypompa.com;10.010 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UMAKSAN MAKİNA ÇELİK DIŞ TİCARET İNŞ. SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Metallerin makinede işlenmesi;05335917180;;info@umaksan.com;http://www.umaksan.com;umaksan.com;10.021 SOKAK NO:19 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UROTEKS TEKSTİL SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;(232) 325 85 85;3258586;info@uroteks.com;http://;;10.021 SOKAK NO:13  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
USLUOĞLU MAK.KALIP.VE PLASTİK SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Plastikten kalip ve döküm modeli imalati (kek ve a;(232) 237 42 38;2539549;info@usluoglu.com.tr;http://;;10.041 SOKAK NO.11 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
USLUOĞLU MAK.KALIP.VE PLASTİK SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;Plastikten kalip ve döküm modeli imalati (kek ve a;(232) 237 42 38;2539549;info@usluoglu.com.tr;;;10.042 SOKAK NO.14  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
USTA GIDA SANAYİ VE TİCARET A.Ş.;İZMİR;ÇİĞLİ;Dondurulmus veya kurutulmus meyve ve sebzelerin im;(232) 376 81 80;3768288;info@ustafood.com;http://www.ustafood.com;ustafood.com;10.002 SOKAK NO:48 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UYAN ELEKTRİK SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Elektrik dagitim ve kontrol cihazlari imalati;(232) 376 81 07;3768208;info@uyanelektrik.com;http://www.uyanelektrik.com;uyanelektrik.com;10.024 SOKAK NO:12 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UYAN ELEKTRİK SAN.VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Elektrik dagitim ve kontrol cihazlari imalati;(232) 376 81 07;3768208;info@uyanelektrik.com;http://www.uyanelektrik.com;uyanelektrik.com;10.024 SOKAK NO.14 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UYSAL MAKİNA SANAYİ İTHALAT İHRACAT VE TİC.A.Ş.;İZMİR;ÇİĞLİ;Metallerin isil islem ve anodlama, sertlestirme, v;(232) 328 19 13;3767613;info@norm-fasteners.com.tr;www.normcivata.com;normcivata.com;10.038 SOKAK NO:5 ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UYSAL MAKİNA SANAYİ İTHALAT İHRACAT VE TİC.A.Ş. UYSAL-2 ŞUBESİ;İZMİR;ÇİĞLİ;;(232) 328 19 13;3767613;fatma.fidan@normcivata.com;http://www.uysalkaplama.com;uysalkaplama.com;10.037 SOKAK NO.8  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
UZAY GÜVEN ENDÜSTRİYEL TASARIM MAK.SAN.VE TİC.LTD.ŞTİ.;İZMİR;ÇİĞLİ;;;;uzayguvenltd@gmail.com;http://www.uzayguven.com;uzayguven.com;10.026 SOKAK NO.10  ATATÜRK ORGANİZE SANAYİ BÖLGESİ
